filename,name,slug,category,suggested_category,tags,description,price,needs_review,status,content_hash,source_path
45ff8f5b1e2dfaa9c2173e51e32d25d7.jpg,Wery Imoshnal Wojak,wery-imoshnal-wojak,Anime,Meme stickers,"meme, wojak, funny, crying","A classic crying-smiling meme face captioned ""wery imoshnal"" for over-the-top feelings.",25,false,active,fc25314239e88f084b8a1dcdaeaebb5499db6f539745f3a8dbbae6a2e2bb73af,Anime/45ff8f5b1e2dfaa9c2173e51e32d25d7.jpg
47e5db7055821b0f464bc0b3a5d5859b.jpg,Pink Fuck Off Spray,pink-fuck-off-spray,Anime,Meme stickers,"novelty, funny, sarcastic, spray can, pink, mature","A pastel-pink joke spray-can sticker with a cheeky ""tried & tested"" tagline.",25,true,draft,95b6ed4f20f2596a23b80c189f10fe84380521f1cd561b92855cffc24dba1d6b,Anime/47e5db7055821b0f464bc0b3a5d5859b.jpg
4911786f14e5d60d2e517cca118eedb0.jpg,"""I Know The Face"" Sticker",i-know-the-face-sticker,Anime,Meme stickers,"fan art, funny, cartoon, quote","A cartoon portrait captioned ""I know the face but not the name.""",25,true,draft,01afecd7887d68d4d6f8cb8b5957f6789a8c25f2e64afbc8595c9e3680db2fc2,Anime/4911786f14e5d60d2e517cca118eedb0.jpg
4cec08548f9dbf87bc23cec882973914.jpg,"""Stob It"" Reaction",stob-it-reaction,Anime,Meme stickers,"reaction, funny, meme, quote","A candid reaction photo sticker captioned ""Hey! Stob it!"" for playful moments.",25,true,draft,bca250aa0671a6c4f86e1793ed488c121efc437a2a5250851237c9df8b85e5ba,Anime/4cec08548f9dbf87bc23cec882973914.jpg
647973798d78a03178bc0f399d2d2323.jpg,Nami,nami,Anime,,"one piece, nami, anime, character",Nami from One Piece striking a confident pose with her signature style.,25,false,active,f23609ccdb3115699f93f54e3a7a67f005cc57e6f70875d32f19769dcca1c60b,Anime/647973798d78a03178bc0f399d2d2323.jpg
6b50fd314388aeafdf69cd851ce4e592.jpg,Naruto Uzumaki,naruto-uzumaki,Anime,,"naruto, anime, character, ninja","Naruto Uzumaki in his classic orange jumpsuit, seen from behind.",25,false,active,cd66ba8b5cf4e74285d07be21e91a667808fdbb43c321dc5edc79510af388f3d,Anime/6b50fd314388aeafdf69cd851ce4e592.jpg
731ee52ea5db58dddf4cbe1bede7527f.jpg,"""Having Fun Without Me"" Peek",having-fun-without-me-peek,Anime,Meme stickers,"anime, spooky, funny, quote","A moody character peeking around a corner asking ""Having fun without me?""",25,true,draft,e628ad21419fe0115cb612b9f5d545cac495b71aad10d313686848ace1b8ebf9,Anime/731ee52ea5db58dddf4cbe1bede7527f.jpg
791d7000f682b4197d7f45efb94423b9.jpg,"""Assss Shiball"" Reaction",assss-shiball-reaction,Anime,Meme stickers,"reaction, funny, kdrama, quote, mature",A dramatic reaction photo sticker with a playful slang caption.,25,true,draft,3bdcff6f9a39b487b7a005f92e7899a86e34bea69a79ff7bc5ef2efbff3bfacf,Anime/791d7000f682b4197d7f45efb94423b9.jpg
7b9e3472c978f7e9b638dbce7a2ca2d4.jpg,"""No Friends"" Crying Chibi",no-friends-crying-chibi,Anime,Meme stickers,"chibi, cute, funny, crying, meme",A cute crying chibi character joking that they have no friends.,25,false,active,db63e589c925f69692c0985b7320ba61a49e65be546b4ce9780fdc15119156e5,Anime/7b9e3472c978f7e9b638dbce7a2ca2d4.jpg
944938707d9e9313bcd0b0d091daaea2.jpg,Makima,makima,Anime,,"chainsaw man, makima, anime, character",Makima from Chainsaw Man with her sharp look and signature necktie.,25,false,active,f7ef27169531ed601a0acb419635bbcd39a456095bd62afef6ca0750dbd4505e,Anime/944938707d9e9313bcd0b0d091daaea2.jpg
